date,control_point,arrive_resident,arrive_mainland,arrive_others,arrive_total,departure_resident,departure_mainland,departure_others,departure_total
2020-08-06,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-07,Airport,672,5,46,723,1312,32,117,1461
2020-08-07,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-08-07,Hung Hom,0,0,0,0,0,0,0,0
2020-08-07,Lo Wu,0,0,0,0,0,0,0,0
2020-08-07,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-08-07,Hong Kong-Zhuhai-Macao Bridge,26,1,10,37,149,12,8,169
2020-08-07,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-08-07,Man Kam To,0,0,0,0,0,0,0,0
2020-08-07,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-08-07,Shenzhen Bay,411,32,6,449,931,108,2,1041
2020-08-07,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-07,Harbour Control,0,0,0,0,0,0,0,0
2020-08-07,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-08-07,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-07,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-08,Airport,646,5,22,673,1594,65,56,1715
2020-08-08,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-08-08,Hung Hom,0,0,0,0,0,0,0,0
2020-08-08,Lo Wu,0,0,0,0,0,0,0,0
2020-08-08,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-08-08,Hong Kong-Zhuhai-Macao Bridge,38,3,5,46,181,15,4,200
2020-08-08,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-08-08,Man Kam To,0,0,0,0,0,0,0,0
2020-08-08,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-08-08,Shenzhen Bay,370,51,7,428,852,105,1,958
2020-08-08,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-08,Harbour Control,0,0,0,0,0,0,0,0
2020-08-08,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-08-08,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-08,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-09,Airport,621,10,28,659,1522,47,84,1653
2020-08-09,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-08-09,Hung Hom,0,0,0,0,0,0,0,0
2020-08-09,Lo Wu,0,0,0,0,0,0,0,0
2020-08-09,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-08-09,Hong Kong-Zhuhai-Macao Bridge,42,4,6,52,113,6,3,122
2020-08-09,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-08-09,Man Kam To,0,0,0,0,0,0,0,0
2020-08-09,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-08-09,Shenzhen Bay,415,37,1,453,646,78,2,726
2020-08-09,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-09,Harbour Control,0,0,0,0,0,0,0,0
2020-08-09,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-08-09,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-09,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-10,Airport,528,10,22,560,749,19,78,846
2020-08-10,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-08-10,Hung Hom,0,0,0,0,0,0,0,0
2020-08-10,Lo Wu,0,0,0,0,0,0,0,0
2020-08-10,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-08-10,Hong Kong-Zhuhai-Macao Bridge,33,3,7,43,98,3,4,105
2020-08-10,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-08-10,Man Kam To,0,0,0,0,0,0,0,0
2020-08-10,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-08-10,Shenzhen Bay,530,43,2,575,500,49,1,550
2020-08-10,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-10,Harbour Control,0,0,0,0,0,0,0,0
2020-08-10,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-08-10,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-10,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-11,Airport,798,2,33,833,988,23,57,1068
2020-08-11,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-08-11,Hung Hom,0,0,0,0,0,0,0,0
2020-08-11,Lo Wu,0,0,0,0,0,0,0,0
2020-08-11,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-08-11,Hong Kong-Zhuhai-Macao Bridge,23,1,2,26,167,4,3,174
2020-08-11,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-08-11,Man Kam To,0,0,0,0,0,0,0,0
2020-08-11,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-08-11,Shenzhen Bay,383,44,3,430,884,111,4,999
2020-08-11,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-11,Harbour Control,0,0,0,0,0,0,0,0
2020-08-11,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-08-11,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-11,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-12,Airport,388,7,21,416,922,24,43,989
2020-08-12,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-08-12,Hung Hom,0,0,0,0,0,0,0,0
2020-08-12,Lo Wu,0,0,0,0,0,0,0,0
2020-08-12,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-08-12,Hong Kong-Zhuhai-Macao Bridge,40,0,5,45,203,23,3,229
2020-08-12,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-08-12,Man Kam To,0,0,0,0,0,0,0,0
2020-08-12,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-08-12,Shenzhen Bay,504,51,8,563,1062,169,4,1235
2020-08-12,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-12,Harbour Control,0,0,0,0,0,0,0,0
2020-08-12,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-08-12,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-12,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-13,Airport,532,2,16,550,1179,15,61,1255
2020-08-13,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-08-13,Hung Hom,0,0,0,0,0,0,0,0
2020-08-13,Lo Wu,0,0,0,0,0,0,0,0
2020-08-13,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-08-13,Hong Kong-Zhuhai-Macao Bridge,38,3,6,47,194,10,5,209
2020-08-13,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-08-13,Man Kam To,0,0,0,0,0,0,0,0
2020-08-13,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-08-13,Shenzhen Bay,571,53,3,627,1035,156,4,1195
2020-08-13,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-13,Harbour Control,0,0,0,0,0,0,0,0
2020-08-13,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-08-13,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-13,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-14,Airport,793,3,49,845,1565,23,88,1676
2020-08-14,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-08-14,Hung Hom,0,0,0,0,0,0,0,0
2020-08-14,Lo Wu,0,0,0,0,0,0,0,0
2020-08-14,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-08-14,Hong Kong-Zhuhai-Macao Bridge,51,1,7,59,188,7,7,202
2020-08-14,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-08-14,Man Kam To,0,0,0,0,0,0,0,0
2020-08-14,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-08-14,Shenzhen Bay,500,48,2,550,880,85,5,970
2020-08-14,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-14,Harbour Control,0,0,0,0,0,0,0,0
2020-08-14,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-08-14,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-14,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-15,Airport,745,5,39,789,1636,44,195,1875
2020-08-15,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-08-15,Hung Hom,0,0,0,0,0,0,0,0
2020-08-15,Lo Wu,0,0,0,0,0,0,0,0
2020-08-15,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-08-15,Hong Kong-Zhuhai-Macao Bridge,46,9,33,88,152,6,4,162
2020-08-15,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-08-15,Man Kam To,0,0,0,0,0,0,0,0
2020-08-15,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-08-15,Shenzhen Bay,629,76,6,711,774,108,7,889
2020-08-15,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-15,Harbour Control,0,0,0,0,0,0,0,0
2020-08-15,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-08-15,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-15,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-16,Airport,786,11,21,818,1595,35,74,1704
2020-08-16,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-08-16,Hung Hom,0,0,0,0,0,0,0,0
2020-08-16,Lo Wu,0,0,0,0,0,0,0,0
2020-08-16,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-08-16,Hong Kong-Zhuhai-Macao Bridge,51,3,1,55,113,7,6,126
2020-08-16,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-08-16,Man Kam To,0,0,0,0,0,0,0,0
2020-08-16,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-08-16,Shenzhen Bay,699,57,6,762,659,69,2,730
2020-08-16,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-16,Harbour Control,0,0,0,0,0,0,0,0
2020-08-16,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-08-16,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-16,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-17,Airport,690,6,22,718,913,15,32,960
2020-08-17,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-08-17,Hung Hom,0,0,0,0,0,0,0,0
2020-08-17,Lo Wu,0,0,0,0,0,0,0,0
2020-08-17,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-08-17,Hong Kong-Zhuhai-Macao Bridge,48,0,7,55,96,5,3,104
2020-08-17,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-08-17,Man Kam To,0,0,0,0,0,0,0,0
2020-08-17,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-08-17,Shenzhen Bay,710,71,1,782,443,46,1,490
2020-08-17,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-17,Harbour Control,0,0,0,0,0,0,0,0
2020-08-17,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-08-17,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-17,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-18,Airport,435,0,14,449,1253,19,48,1320
2020-08-18,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-08-18,Hung Hom,0,0,0,0,0,0,0,0
2020-08-18,Lo Wu,0,0,0,0,0,0,0,0
2020-08-18,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-08-18,Hong Kong-Zhuhai-Macao Bridge,57,1,7,65,150,10,8,168
2020-08-18,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-08-18,Man Kam To,0,0,0,0,0,0,0,0
2020-08-18,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-08-18,Shenzhen Bay,673,49,2,724,782,78,3,863
2020-08-18,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-18,Harbour Control,0,0,0,0,0,0,0,0
2020-08-18,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-08-18,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-18,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-19,Airport,501,1,21,523,870,10,33,913
2020-08-19,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-08-19,Hung Hom,0,0,0,0,0,0,0,0
2020-08-19,Lo Wu,0,0,0,0,0,0,0,0
2020-08-19,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-08-19,Hong Kong-Zhuhai-Macao Bridge,17,0,2,19,79,3,1,83
2020-08-19,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-08-19,Man Kam To,0,0,0,0,0,0,0,0
2020-08-19,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-08-19,Shenzhen Bay,359,27,5,391,806,111,1,918
2020-08-19,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-19,Harbour Control,0,0,0,0,0,0,0,0
2020-08-19,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-08-19,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-19,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-20,Airport,712,1,29,742,1260,6,54,1320
2020-08-20,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-08-20,Hung Hom,0,0,0,0,0,0,0,0
2020-08-20,Lo Wu,0,0,0,0,0,0,0,0
2020-08-20,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-08-20,Hong Kong-Zhuhai-Macao Bridge,43,2,12,57,142,3,6,151
2020-08-20,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-08-20,Man Kam To,0,0,0,0,0,0,0,0
2020-08-20,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-08-20,Shenzhen Bay,605,84,2,691,741,98,5,844
2020-08-20,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-20,Harbour Control,0,0,0,0,0,0,0,0
2020-08-20,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-08-20,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-20,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-21,Airport,722,10,25,757,1681,27,184,1892
2020-08-21,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-08-21,Hung Hom,0,0,0,0,0,0,0,0
2020-08-21,Lo Wu,0,0,0,0,0,0,0,0
2020-08-21,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-08-21,Hong Kong-Zhuhai-Macao Bridge,54,3,89,146,164,7,5,176
2020-08-21,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-08-21,Man Kam To,0,0,0,0,0,0,0,0
2020-08-21,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-08-21,Shenzhen Bay,612,56,3,671,715,75,3,793
2020-08-21,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-21,Harbour Control,0,0,0,0,0,0,0,0
2020-08-21,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-08-21,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-21,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-22,Airport,570,1,12,583,1530,26,48,1604
2020-08-22,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-08-22,Hung Hom,0,0,0,0,0,0,0,0
2020-08-22,Lo Wu,0,0,0,0,0,0,0,0
2020-08-22,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-08-22,Hong Kong-Zhuhai-Macao Bridge,41,4,5,50,182,5,9,196
2020-08-22,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-08-22,Man Kam To,0,0,0,0,0,0,0,0
2020-08-22,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-08-22,Shenzhen Bay,502,78,3,583,801,108,1,910
2020-08-22,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-22,Harbour Control,0,0,0,0,0,0,0,0
2020-08-22,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-08-22,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-22,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-23,Airport,865,10,48,923,1790,27,60,1877
2020-08-23,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-08-23,Hung Hom,0,0,0,0,0,0,0,0
2020-08-23,Lo Wu,0,0,0,0,0,0,0,0
2020-08-23,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-08-23,Hong Kong-Zhuhai-Macao Bridge,52,1,0,53,117,8,1,126
2020-08-23,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-08-23,Man Kam To,0,0,0,0,0,0,0,0
2020-08-23,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-08-23,Shenzhen Bay,634,68,8,710,458,58,3,519
2020-08-23,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-23,Harbour Control,0,0,0,0,0,0,0,0
2020-08-23,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-08-23,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-23,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-24,Airport,611,8,9,628,1045,22,81,1148
2020-08-24,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-08-24,Hung Hom,0,0,0,0,0,0,0,0
2020-08-24,Lo Wu,0,0,0,0,0,0,0,0
2020-08-24,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-08-24,Hong Kong-Zhuhai-Macao Bridge,46,1,2,49,84,6,8,98
2020-08-24,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-08-24,Man Kam To,0,0,0,0,0,0,0,0
2020-08-24,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-08-24,Shenzhen Bay,614,47,5,666,395,48,3,446
2020-08-24,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-24,Harbour Control,0,0,0,0,0,0,0,0
2020-08-24,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-08-24,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-24,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-25,Airport,433,9,10,452,1498,19,91,1608
2020-08-25,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-08-25,Hung Hom,0,0,0,0,0,0,0,0
2020-08-25,Lo Wu,0,0,0,0,0,0,0,0
2020-08-25,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-08-25,Hong Kong-Zhuhai-Macao Bridge,55,4,3,62,131,7,6,144
2020-08-25,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-08-25,Man Kam To,0,0,0,0,0,0,0,0
2020-08-25,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-08-25,Shenzhen Bay,588,61,4,653,610,59,6,675
2020-08-25,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-25,Harbour Control,0,0,0,0,0,0,0,0
2020-08-25,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-08-25,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-25,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-26,Airport,588,2,30,620,1002,10,56,1068
2020-08-26,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-08-26,Hung Hom,0,0,0,0,0,0,0,0
2020-08-26,Lo Wu,0,0,0,0,0,0,0,0
2020-08-26,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-08-26,Heung Yuen Wai,0,0,0,0,0,0,0,0
2020-08-26,Hong Kong-Zhuhai-Macao Bridge,59,2,3,64,162,10,2,174
2020-08-26,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-08-26,Man Kam To,0,0,0,0,0,0,0,0
2020-08-26,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-08-26,Shenzhen Bay,658,61,2,721,771,84,4,859
2020-08-26,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-26,Harbour Control,0,0,0,0,0,0,0,0
2020-08-26,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-08-26,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-26,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-27,Airport,628,4,13,645,1292,3,49,1344
2020-08-27,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-08-27,Hung Hom,0,0,0,0,0,0,0,0
2020-08-27,Lo Wu,0,0,0,0,0,0,0,0
2020-08-27,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-08-27,Heung Yuen Wai,0,0,0,0,0,0,0,0
2020-08-27,Hong Kong-Zhuhai-Macao Bridge,67,1,2,70,125,12,6,143
2020-08-27,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-08-27,Man Kam To,0,0,0,0,0,0,0,0
2020-08-27,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-08-27,Shenzhen Bay,587,70,4,661,716,67,3,786
2020-08-27,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-27,Harbour Control,0,0,0,0,0,0,0,0
2020-08-27,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-08-27,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-27,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-28,Airport,795,9,35,839,1624,13,82,1719
2020-08-28,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-08-28,Hung Hom,0,0,0,0,0,0,0,0
2020-08-28,Lo Wu,0,0,0,0,0,0,0,0
2020-08-28,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-08-28,Heung Yuen Wai,0,0,0,0,0,0,0,0
2020-08-28,Hong Kong-Zhuhai-Macao Bridge,64,1,1,66,118,4,11,133
2020-08-28,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-08-28,Man Kam To,0,0,0,0,0,0,0,0
2020-08-28,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-08-28,Shenzhen Bay,867,88,8,963,562,75,4,641
2020-08-28,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-28,Harbour Control,0,0,0,0,0,0,0,0
2020-08-28,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-08-28,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-28,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-29,Airport,805,4,17,826,1912,42,224,2178
2020-08-29,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-08-29,Hung Hom,0,0,0,0,0,0,0,0
2020-08-29,Lo Wu,0,0,0,0,0,0,0,0
2020-08-29,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-08-29,Heung Yuen Wai,0,0,0,0,0,0,0,0
2020-08-29,Hong Kong-Zhuhai-Macao Bridge,68,3,13,84,132,11,9,152
2020-08-29,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-08-29,Man Kam To,0,0,0,0,0,0,0,0
2020-08-29,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-08-29,Shenzhen Bay,755,95,2,852,452,53,2,507
2020-08-29,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-29,Harbour Control,0,0,0,0,0,0,0,0
2020-08-29,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-08-29,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-29,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-30,Airport,1031,9,32,1072,1645,10,57,1712
2020-08-30,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-08-30,Hung Hom,0,0,0,0,0,0,0,0
2020-08-30,Lo Wu,0,0,0,0,0,0,0,0
2020-08-30,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-08-30,Heung Yuen Wai,0,0,0,0,0,0,0,0
2020-08-30,Hong Kong-Zhuhai-Macao Bridge,87,6,4,97,78,4,5,87
2020-08-30,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-08-30,Man Kam To,0,0,0,0,0,0,0,0
2020-08-30,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-08-30,Shenzhen Bay,1160,113,1,1274,377,39,1,417
2020-08-30,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-30,Harbour Control,0,0,0,0,0,0,0,0
2020-08-30,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-08-30,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-30,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-31,Airport,616,2,14,632,1921,6,40,1967
2020-08-31,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-08-31,Hung Hom,0,0,0,0,0,0,0,0
2020-08-31,Lo Wu,0,0,0,0,0,0,0,0
2020-08-31,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-08-31,Heung Yuen Wai,0,0,0,0,0,0,0,0
2020-08-31,Hong Kong-Zhuhai-Macao Bridge,97,5,4,106,84,5,2,91
2020-08-31,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-08-31,Man Kam To,0,0,0,0,0,0,0,0
2020-08-31,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-08-31,Shenzhen Bay,1276,96,2,1374,417,43,4,464
2020-08-31,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-31,Harbour Control,0,0,0,0,0,0,0,0
2020-08-31,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-08-31,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-08-31,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-09-01,Airport,545,4,22,571,1956,18,57,2031
2020-09-01,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-09-01,Hung Hom,0,0,0,0,0,0,0,0
2020-09-01,Lo Wu,0,0,0,0,0,0,0,0
2020-09-01,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-09-01,Heung Yuen Wai,0,0,0,0,0,0,0,0
2020-09-01,Hong Kong-Zhuhai-Macao Bridge,65,1,1,67,138,4,7,149
2020-09-01,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-09-01,Man Kam To,0,0,0,0,0,0,0,0
2020-09-01,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-09-01,Shenzhen Bay,816,72,2,890,643,73,7,723
2020-09-01,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-09-01,Harbour Control,0,0,0,0,0,0,0,0
2020-09-01,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-09-01,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-09-01,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-09-02,Airport,735,6,37,778,1647,26,40,1713
2020-09-02,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-09-02,Hung Hom,0,0,0,0,0,0,0,0
2020-09-02,Lo Wu,0,0,0,0,0,0,0,0
2020-09-02,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-09-02,Heung Yuen Wai,0,0,0,0,0,0,0,0
2020-09-02,Hong Kong-Zhuhai-Macao Bridge,57,5,1,63,140,10,1,151
2020-09-02,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-09-02,Man Kam To,0,0,0,0,0,0,0,0
